Complexity metrics,Sun, 4 Dec 2022 04:19:03 WET
Method,CogC,ev(G),iv(G),v(G)
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.OffsetBuilderImpl(Factory),0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.calculateNextStep(OffsetStep, TimeUnit, Date)",1,1,1,2
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructBottomOffsets(List<Offset>, int)",10,3,4,7
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructOffsets(List<Offset>, List<Offset>, int)",1,1,2,2
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructOffsets(List<Offset>, OffsetList)",0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructTopOffsets(TimeUnit, List<Offset>, List<Offset>, int, int)",22,1,9,9
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getBottomUnit(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getCalendar(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getChartWidth(),0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getConcreteUnit(TimeUnit, Date)",1,1,2,2
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getDefaultUnitWidth(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getOffsetStep(TimeUnit),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getTopUnit(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetList.clear(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetList.getEndPx(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetList.getStartPx(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetList.setStartPx(int),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetList.shift(int),1,1,2,2
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByEndDate.compare(Date, int, List<Offset>)",0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByPixels.compare(Integer, int, List<Offset>)",3,4,1,4
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByStartDate.compare(Date, int, List<Offset>)",0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetLookup.findOffset(Type, ComparatorBy<Type>, int, int, List<Offset>)",16,6,3,9
"biz.ganttproject.core.chart.grid.OffsetLookup.getBounds(Date, Date, List<Offset>)",6,1,5,7
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupDateByPixels(int, List<Offset>)",1,1,1,2
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetBy(Date, List<Offset>, ComparatorBy<Date>)",0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetByEndDate(Date, List<Offset>)",0,1,1,1
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetByStartDate(Date, List<Offset>)",0,1,1,1
biz.ganttproject.core.chart.grid.OffsetManager.OffsetManager(OffsetBuilderFactory),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetManager.alignOffsets(OffsetList),7,6,3,6
biz.ganttproject.core.chart.grid.OffsetManager.constructOffsets(),0,1,1,1
biz.ganttproject.core.chart.grid.OffsetManager.getAtomUnitOffsets(),1,1,2,2
biz.ganttproject.core.chart.grid.OffsetManager.getBottomUnitOffsets(),1,1,2,2
biz.ganttproject.core.chart.grid.OffsetManager.getTopUnitOffsets(),1,1,2,2
biz.ganttproject.core.chart.grid.OffsetManager.reset(),0,1,1,1
biz.ganttproject.core.chart.render.AlphaRenderingOption.AlphaRenderingOption(),0,1,1,1
biz.ganttproject.core.chart.render.AlphaRenderingOption.commit(),0,1,1,1
biz.ganttproject.core.chart.render.AlphaRenderingOption.getValueAsFloat(),0,1,1,1
biz.ganttproject.core.chart.render.AlphaRenderingOption.loadPersistentValue(String),0,1,1,1
biz.ganttproject.core.chart.render.AlphaRenderingOption.updateIndex(),3,3,2,3
biz.ganttproject.core.chart.render.LineRenderer.LineRenderer(Properties),0,1,1,1
biz.ganttproject.core.chart.render.LineRenderer.renderLine(Line),3,1,4,4
biz.ganttproject.core.chart.render.LineRenderer.setGraphics(Graphics2D),0,1,1,1
biz.ganttproject.core.chart.render.PolygonRenderer.PolygonRenderer(Properties),0,1,1,1
biz.ganttproject.core.chart.render.PolygonRenderer.render(Polygon),2,2,2,3
biz.ganttproject.core.chart.render.PolygonRenderer.setGraphics(Graphics2D),0,1,1,1
biz.ganttproject.core.chart.render.RectangleRenderer.RectangleRenderer(Properties),0,1,1,1
biz.ganttproject.core.chart.render.RectangleRenderer.render(Rectangle),7,2,6,7
"biz.ganttproject.core.chart.render.RectangleRenderer.renderBorderEdge(Graphics2D, Border, int, int, int, int)",1,1,2,2
"biz.ganttproject.core.chart.render.RectangleRenderer.renderBorders(Graphics2D, Borders, int, int, int, int)",2,1,2,2
biz.ganttproject.core.chart.render.RectangleRenderer.setGraphics(Graphics2D),0,1,1,1
biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(ShapePaint),0,1,1,1
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(ShapePaint, Color, Color)",0,1,1,1
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(int, int, int[])",0,1,1,1
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(int, int, int[], Color, Color)",0,1,1,1
"biz.ganttproject.core.chart.render.ShapePaint.createTexture(int, int, int[], Color, Color)",6,1,4,4
biz.ganttproject.core.chart.render.ShapePaint.equals(Object),9,5,1,6
biz.ganttproject.core.chart.render.ShapePaint.getArray(),4,1,2,4
biz.ganttproject.core.chart.render.ShapePaint.getBackground(),0,1,1,1
biz.ganttproject.core.chart.render.ShapePaint.getForeground(),0,1,1,1
biz.ganttproject.core.chart.render.ShapePaint.getarray(),0,1,1,1
biz.ganttproject.core.chart.render.ShapePaint.toString(),3,1,3,3
"biz.ganttproject.core.chart.render.Style.BackgroundImage.BackgroundImage(Paint, Image)",0,1,1,1
biz.ganttproject.core.chart.render.Style.BackgroundImage.getPaint(),0,1,1,1
biz.ganttproject.core.chart.render.Style.BackgroundImage.parse(String),18,8,5,11
biz.ganttproject.core.chart.render.Style.Border.Border(Color),0,1,1,1
"biz.ganttproject.core.chart.render.Style.Border.Border(Color, BasicStroke)",0,1,1,1
biz.ganttproject.core.chart.render.Style.Border.getColor(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Border.getStroke(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Border.parse(String),4,4,3,4
biz.ganttproject.core.chart.render.Style.Borders.Borders(Border),0,1,1,1
"biz.ganttproject.core.chart.render.Style.Borders.Borders(Border, Border, Border, Border)",0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.Borders(Color),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.getBottom(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.getLeft(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.getRight(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.getTop(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.isHomogeneous(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Borders.withColor(Color),1,1,2,2
biz.ganttproject.core.chart.render.Style.Color.Color(Color),0,1,1,1
biz.ganttproject.core.chart.render.Style.Color.get(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Color.parse(String),1,2,1,2
biz.ganttproject.core.chart.render.Style.Padding.Padding(Collection<Integer>),1,1,2,2
biz.ganttproject.core.chart.render.Style.Padding.getBottom(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.getLeft(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.getRight(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.getTop(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.getX(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.getY(),0,1,1,1
biz.ganttproject.core.chart.render.Style.Padding.parse(String),1,2,2,2
"biz.ganttproject.core.chart.render.Style.Style(Properties, String)",13,1,1,10
biz.ganttproject.core.chart.render.Style.getBackgroundColor(Shape),1,2,2,2
biz.ganttproject.core.chart.render.Style.getBackgroundImage(),2,2,1,3
biz.ganttproject.core.chart.render.Style.getBackgroundPaint(Rectangle),3,3,4,4
biz.ganttproject.core.chart.render.Style.getBorder(Shape),5,2,4,5
biz.ganttproject.core.chart.render.Style.getForegroundColor(Shape),1,2,2,2
biz.ganttproject.core.chart.render.Style.getOpacity(Shape),2,2,2,3
biz.ganttproject.core.chart.render.Style.getPadding(),0,1,1,1
"biz.ganttproject.core.chart.render.Style.getStyle(Properties, String)",1,1,2,2
biz.ganttproject.core.chart.render.Style.getVisibility(Shape),5,3,1,5
biz.ganttproject.core.chart.render.Style.parseStroke(String[]),9,5,6,8
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.State(FontRenderContext, Font)",0,1,1,1
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.equals(Object),2,2,2,3
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.hashCode(),0,1,1,1
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.TextLengthCalculatorImpl(Graphics2D),0,1,1,1
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getState(),1,1,2,2
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextHeight(Font, String)",0,1,1,1
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextHeight(String),0,1,1,1
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextLength(Graphics2D, String)",1,2,1,2
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextLength(String),0,1,1,1
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.setGraphics(Graphics2D),0,1,1,1
"biz.ganttproject.core.chart.render.TextPainter.TextPainter(Properties, Supplier<Font>)",0,1,1,1
biz.ganttproject.core.chart.render.TextPainter.paint(Text),3,3,1,4
biz.ganttproject.core.chart.render.TextPainter.paint(TextGroup),1,1,2,2
"biz.ganttproject.core.chart.render.TextPainter.paint(int, int, HAlignment, VAlignment, Text, Label, Style)",8,1,4,11
"biz.ganttproject.core.chart.render.TextPainter.paintTextLine(TextGroup, int)",5,4,3,5
biz.ganttproject.core.chart.render.TextPainter.setGraphics(Graphics2D),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.AbstractSceneBuilder(),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.AbstractSceneBuilder(Canvas),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.getCanvas(),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.getHeight(),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.reset(int),0,1,1,1
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.setHeight(int),0,1,1,1
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.BottomUnitSceneBuilder(Canvas, InputApi)",0,1,1,1
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.build(),10,1,5,6
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.getBottomUnitOffsets(),0,1,1,1
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.getLineTopPosition(),0,1,1,1
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.renderLabel(TextGroup, int, Date, Offset, TimeFormatter)",1,1,2,2
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.renderScaleMark(Offset, Offset)",5,4,3,5
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.DayGridSceneBuilder(InputApi, Canvas)",0,1,1,1
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.applyRectangleStyle(Rectangle, Offset)",3,3,4,4
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.build(),2,1,3,3
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineBottomPosition(),0,1,1,1
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineHeight(),0,1,1,1
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineTopPosition(),0,1,1,1
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.isProjectBoundariesOptionOn(),0,1,1,1
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderLine(Date, String, int, ComparatorBy<Date>)",3,2,2,4
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderNonWorkingDay(int, Offset)",0,1,1,1
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderNonWorkingDayColumns(),9,1,6,7
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.TimelineSceneBuilder(InputApi),0,1,1,1
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.build(),0,1,1,1
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.getTimelineContainer(),0,1,1,1
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderBottomUnits(),0,1,1,1
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderTopUnits(),4,1,3,4
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderUnderlay(),0,1,1,1
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.reset(int),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.ChartBoundsAlgorithm.Result.Result(Date, Date)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.ChartBoundsAlgorithm.getBounds(Iterable<BarChartActivity<?>>),7,1,4,6
"biz.ganttproject.core.chart.scene.gantt.Connector.Connector(Vector, Vector, String)",0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.Connector.Vector.Vector(Point, Dimension)",2,1,1,3
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getHProjection(),1,1,1,2
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getPoint(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getPoint(int),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.reaches(Point),2,1,3,3
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.toString(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.Connector.getEnd(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.Connector.getStart(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.Connector.getStyleName(),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.DependencySceneBuilder(Canvas, Canvas, TaskApi<T, D>, ChartApi)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.build(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.drawDependencies(Collection<Connector>),6,1,5,5
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.prepareDependencyDrawData(),6,1,4,4
"biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.prepareDependencyDrawData(D, List<Connector>)",20,5,12,16
biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.Style.Style(int),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.StyleApplier.StyleApplier(TaskApi<T, A>)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.StyleApplier.applyStyle(Shape),6,1,6,6
biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.StyleApplier.setTask(T),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.TaskActivitySceneBuilder(TaskApi<T, A>, ChartApi, Canvas, TaskLabelSceneBuilder<T>, Style)",0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.getBoundingRectangle(int, BarChartActivity<T>, List<Offset>)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.getRectangleHeight(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.getRowHeight(),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.processActivityEarlierThanViewport(int, BarChartActivity<T>, List<Polygon>)",0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.processActivityLaterThanViewport(int, BarChartActivity<T>, List<Polygon>)",0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.processRegularActivity(int, A, OffsetList, List<Polygon>)",27,2,13,15
"biz.ganttproject.core.chart.scene.gantt.TaskActivitySceneBuilder.renderActivities(int, List<A>, OffsetList)",11,4,6,7
"biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.TaskLabelSceneBuilder(TaskApi<T>, InputApi, Canvas)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.calculateRowHeight(),5,1,3,5
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.createDownSideText(Polygon),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.createLeftSideText(Polygon),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.createRightSideText(Polygon),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.createUpSideText(Polygon),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.getFontHeight(),0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.getPrimitiveContainer(),0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.getTaskLabel(T, int)",1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.isOnlyDown(),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.isOnlyUp(),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.isTextDown(),1,1,2,2
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.isTextUp(),1,1,2,2
"biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.processText(int, int, String)",0,1,1,1
"biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.processText(int, int, String, String)",0,1,1,1
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.renderLabels(List<Polygon>),2,1,3,3
biz.ganttproject.core.chart.scene.gantt.TaskLabelSceneBuilder.stripVerticalLabelSpace(Rectangle),7,1,6,7
biz.ganttproject.core.chart.text.CachingTextFormatter.CachingTextFormatter(),0,1,1,1
biz.ganttproject.core.chart.text.CachingTextFormatter.format(Offset),0,1,1,1
"biz.ganttproject.core.chart.text.CachingTextFormatter.format(TimeUnit, Date)",1,1,2,2
biz.ganttproject.core.chart.text.CachingTextFormatter.getCachedText(Date),0,1,1,1
biz.ganttproject.core.chart.text.CachingTextFormatter.getTextCount(),0,1,1,1
biz.ganttproject.core.chart.text.CachingTextFormatter.setLocale(LocaleApi),0,1,1,1
biz.ganttproject.core.chart.text.DayTextFormatter.createTimeUnitText(Date),0,1,1,1
biz.ganttproject.core.chart.text.DayTextFormatter.format(Offset),1,2,1,2
"biz.ganttproject.core.chart.text.MonthTextFormatter.MonthTextFormatter(LocaleApi, String, String, String)",0,1,1,1
biz.ganttproject.core.chart.text.MonthTextFormatter.createTimeUnitText(Date),0,1,1,1
biz.ganttproject.core.chart.text.MonthTextFormatter.initFormats(LocaleApi),0,1,1,1
biz.ganttproject.core.chart.text.MonthTextFormatter.setLocale(LocaleApi),0,1,1,1
biz.ganttproject.core.chart.text.QuarterTextFormatter.QuarterTextFormatter(),0,1,1,1
biz.ganttproject.core.chart.text.QuarterTextFormatter.createTimeUnitText(Date),0,1,1,1
biz.ganttproject.core.chart.text.TimeFormatters.TimeFormatters(LocaleApi),0,1,1,1
"biz.ganttproject.core.chart.text.TimeFormatters.getFormatter(TimeUnit, Position)",1,1,1,3
biz.ganttproject.core.chart.text.TimeFormatters.setLocaleApi(LocaleApi),3,1,3,3
biz.ganttproject.core.chart.text.TimeUnitText.TimeUnitText(String),0,1,1,1
"biz.ganttproject.core.chart.text.TimeUnitText.TimeUnitText(String, String, String)",0,1,1,1
"biz.ganttproject.core.chart.text.TimeUnitText.getFitCount(Label[], int)",3,3,1,3
"biz.ganttproject.core.chart.text.TimeUnitText.getLabels(int, TextMetrics)",2,2,2,3
biz.ganttproject.core.chart.text.TimeUnitText.toString(),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.WeekTextFormatter(),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.createBottomText(),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.createTimeUnitText(Date),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.createTopText(),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.getTextCount(),0,1,1,1
biz.ganttproject.core.chart.text.WeekTextFormatter.setLocale(LocaleApi),0,1,1,1
biz.ganttproject.core.chart.text.YearTextFormatter.YearTextFormatter(),0,1,1,1
biz.ganttproject.core.chart.text.YearTextFormatter.createTimeUnitText(Date),0,1,1,1
"biz.ganttproject.core.model.task.TaskDefaultColumn.TaskDefaultColumn(Column, Class<?>, String)",0,1,1,1
"biz.ganttproject.core.model.task.TaskDefaultColumn.TaskDefaultColumn(Column, Class<?>, String, Predicate<? extends Object>)",0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.find(String),3,3,2,3
biz.ganttproject.core.model.task.TaskDefaultColumn.getColumnStubs(),1,1,2,2
biz.ganttproject.core.model.task.TaskDefaultColumn.getName(),1,1,2,2
biz.ganttproject.core.model.task.TaskDefaultColumn.getNameKey(),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.getSortComparator(),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.getStub(),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.getValueClass(),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.isEditable(T),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.setIsEditablePredicate(Predicate<T>),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.setLocaleApi(LocaleApi),0,1,1,1
biz.ganttproject.core.model.task.TaskDefaultColumn.setSortComparator(Comparator<?>),0,1,1,1
"biz.ganttproject.core.option.ChangeValueEvent.ChangeValueEvent(Object, Object, Object, Object)",0,1,1,1
biz.ganttproject.core.option.ChangeValueEvent.getID(),0,1,1,1
biz.ganttproject.core.option.ChangeValueEvent.getNewValue(),0,1,1,1
biz.ganttproject.core.option.ChangeValueEvent.getOldValue(),0,1,1,1
biz.ganttproject.core.option.ChangeValueEvent.getTriggerID(),0,1,1,1
biz.ganttproject.core.option.ChangeValueEvent.toString(),0,1,1,1
biz.ganttproject.core.option.ColorOption.Util.determineColor(String),0,1,1,1
biz.ganttproject.core.option.ColorOption.Util.getColor(Color),3,1,1,4
biz.ganttproject.core.option.ColorOption.Util.isValidColor(String),0,1,1,1
biz.ganttproject.core.option.DefaultBooleanOption.DefaultBooleanOption(String),0,1,1,1
"biz.ganttproject.core.option.DefaultBooleanOption.DefaultBooleanOption(String, boolean)",0,1,1,1
biz.ganttproject.core.option.DefaultBooleanOption.getPersistentValue(),0,1,1,1
biz.ganttproject.core.option.DefaultBooleanOption.getValue(),1,1,2,2
biz.ganttproject.core.option.DefaultBooleanOption.isChecked(),0,1,1,1
biz.ganttproject.core.option.DefaultBooleanOption.loadPersistentValue(String),0,1,1,1
biz.ganttproject.core.option.DefaultBooleanOption.toggle(),0,1,1,1
biz.ganttproject.core.option.DefaultColorOption.DefaultColorOption(String),0,1,1,1
"biz.ganttproject.core.option.DefaultColorOption.DefaultColorOption(String, Color)",0,1,1,1
biz.ganttproject.core.option.DefaultColorOption.getPersistentValue(),1,1,2,2
biz.ganttproject.core.option.DefaultColorOption.loadPersistentValue(String),1,1,2,2
