Lines of code metrics,domingo, 4 dez. 2022 22:59:46 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sourceforge.ganttproject.GanttGraphicArea.getHeaderHeight(),0,0,3,3,"1,12%"
net.sourceforge.ganttproject.GanttGraphicArea.getImplementation(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getMouseListener(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getMouseMotionListener(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getMyChartModel(),0,0,3,3,"1,12%"
net.sourceforge.ganttproject.GanttGraphicArea.getName(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getPopupMenuActions(MouseEvent),0,0,6,6,"2,25%"
net.sourceforge.ganttproject.GanttGraphicArea.getPreferredSize(),1,1,5,4,"1,87%"
net.sourceforge.ganttproject.GanttGraphicArea.getTaskDefaultColorOption(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getTaskLabelOptions(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getTreeTable(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.getUndoManager(),0,0,3,3,"1,12%"
net.sourceforge.ganttproject.GanttGraphicArea.getViewState(),0,0,4,4,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.projectClosed(),0,0,5,5,"1,87%"
net.sourceforge.ganttproject.GanttGraphicArea.projectCreated(),1,0,4,3,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.projectModified(),1,0,4,3,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.projectOpened(),0,0,3,3,"1,12%"
net.sourceforge.ganttproject.GanttGraphicArea.projectSaved(),1,0,4,3,"1,50%"
net.sourceforge.ganttproject.GanttGraphicArea.repaint(),0,0,7,7,"2,62%"
net.sourceforge.ganttproject.GanttGraphicArea.setBaseline(GanttPreviousState),0,0,9,9,"3,37%"
net.sourceforge.ganttproject.GanttGraphicArea.setPreviousStateTasks(List<GanttPreviousStateTask>),0,0,4,4,"1,50%"
"net.sourceforge.ganttproject.GanttOptions.GanttOptions(RoleManager, DocumentManager, boolean)",1,0,12,11,"1,29%"
"net.sourceforge.ganttproject.GanttOptions.GanttXMLOptionsParser.characters(char[], int, int)",0,0,6,6,"2,51%"
"net.sourceforge.ganttproject.GanttOptions.GanttXMLOptionsParser.endElement(String, String, String)",0,0,17,17,"7,11%"
"net.sourceforge.ganttproject.GanttOptions.GanttXMLOptionsParser.startElement(String, String, String, Attributes)",4,2,207,205,"86,61%"
net.sourceforge.ganttproject.GanttOptions.addOptionGroups(GPOptionGroup...),0,0,5,5,"0,54%"
net.sourceforge.ganttproject.GanttOptions.addOptionGroups(Iterable<GPOptionGroup>),0,0,5,5,"0,54%"
net.sourceforge.ganttproject.GanttOptions.addOptions(GPOptionGroup),0,0,12,12,"1,29%"
net.sourceforge.ganttproject.GanttOptions.correct(String),0,0,9,9,"0,97%"
net.sourceforge.ganttproject.GanttOptions.doSave(OutputStream),27,0,134,107,"14,44%"
net.sourceforge.ganttproject.GanttOptions.getAutomatic(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getButtonShow(),2,4,7,3,"0,75%"
net.sourceforge.ganttproject.GanttOptions.getCSVOptions(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getExport3dBorders(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getExportComplete(),2,4,7,3,"0,75%"
net.sourceforge.ganttproject.GanttOptions.getExportName(),2,4,7,3,"0,75%"
net.sourceforge.ganttproject.GanttOptions.getExportRelations(),2,4,7,3,"0,75%"
net.sourceforge.ganttproject.GanttOptions.getExportSettings(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFTPDirectory(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFTPPwd(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFTPUrl(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFTPUser(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFontSpec(Font),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getFontStyle(Font),0,0,26,26,"2,80%"
net.sourceforge.ganttproject.GanttOptions.getHeight(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getIconSize(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getLockDAVMinutes(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getOptionsFile(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getPluginPreferences(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getResourceColor(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getRoleManager(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getShowStatusBar(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getToolBarPosition(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getUIConfiguration(),0,0,6,6,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getUndoNumber(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getVersion(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.getWidth(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getWorkingDir(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getX(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getXslDir(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getXslFo(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.getY(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.initDefault(),7,3,24,17,"2,59%"
net.sourceforge.ganttproject.GanttOptions.isLoaded(),2,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.isMaximized(),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.load(),11,3,33,22,"3,56%"
net.sourceforge.ganttproject.GanttOptions.loadRoleSets(File),0,0,5,5,"0,54%"
net.sourceforge.ganttproject.GanttOptions.save(),3,3,16,13,"1,72%"
"net.sourceforge.ganttproject.GanttOptions.savePreferences(Preferences, TransformerHandler)",0,0,15,15,"1,62%"
net.sourceforge.ganttproject.GanttOptions.saveRoleSets(TransformerHandler),0,0,10,10,"1,08%"
"net.sourceforge.ganttproject.GanttOptions.saveRoles(RoleSet, TransformerHandler)",0,0,10,10,"1,08%"
net.sourceforge.ganttproject.GanttOptions.setAutomatic(boolean),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setButtonShow(int),4,4,9,5,"0,97%"
net.sourceforge.ganttproject.GanttOptions.setDaysOffColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setEarlierPreviousTaskColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setExport3dBorders(boolean),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setExportComplete(boolean),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setExportName(boolean),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setExportRelations(boolean),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setFTPDirectory(String),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setFTPPwd(String),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setFTPUrl(String),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setFTPUser(String),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setIconSize(String),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setLaterPreviousTaskColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setLockDAVMinutes(int),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setPreviousTaskColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setRedline(boolean),0,0,4,4,"0,43%"
net.sourceforge.ganttproject.GanttOptions.setResourceColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setResourceOverloadColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setResourceUnderloadColor(Color),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setShowStatusBar(boolean),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setToolBarPosition(int),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setUIConfiguration(UIConfiguration),0,0,3,3,"0,32%"
net.sourceforge.ganttproject.GanttOptions.setUndoNumber(int),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setWeekEndColor(Color),3,3,6,3,"0,65%"
"net.sourceforge.ganttproject.GanttOptions.setWindowPosition(int, int)",3,3,7,4,"0,75%"
"net.sourceforge.ganttproject.GanttOptions.setWindowSize(int, int, boolean)",3,3,8,5,"0,86%"
net.sourceforge.ganttproject.GanttOptions.setWorkingDirectory(String),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setXslDir(String),3,3,6,3,"0,65%"
net.sourceforge.ganttproject.GanttOptions.setXslFo(String),3,3,6,3,"0,65%"
"net.sourceforge.ganttproject.GanttPreviousState.BaselineSaver.save(File, List<GanttPreviousStateTask>)",0,0,8,8,"80,00%"
"net.sourceforge.ganttproject.GanttPreviousState.GanttPreviousState(String, List<GanttPreviousStateTask>)",0,0,4,4,"5,13%"
net.sourceforge.ganttproject.GanttPreviousState.createTasks(TaskManager),0,0,9,9,"11,54%"
net.sourceforge.ganttproject.GanttPreviousState.createTemporaryFile(),0,0,4,4,"5,13%"
net.sourceforge.ganttproject.GanttPreviousState.getName(),0,0,3,3,"3,85%"
net.sourceforge.ganttproject.GanttPreviousState.init(),0,0,4,4,"5,13%"
net.sourceforge.ganttproject.GanttPreviousState.load(),0,0,20,20,"25,64%"
net.sourceforge.ganttproject.GanttPreviousState.remove(),0,0,3,3,"3,85%"
net.sourceforge.ganttproject.GanttPreviousState.saveFile(),0,0,10,10,"12,82%"
net.sourceforge.ganttproject.GanttPreviousState.setName(String),0,0,3,3,"3,85%"
"net.sourceforge.ganttproject.GanttPreviousStateTask.GanttPreviousStateTask(int, GanttCalendar, int, boolean, boolean)",0,0,7,7,"21,88%"
net.sourceforge.ganttproject.GanttPreviousStateTask.getDuration(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.GanttPreviousStateTask.getId(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.GanttPreviousStateTask.getStart(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.GanttPreviousStateTask.hasNested(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.GanttPreviousStateTask.isMilestone(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.GanttProject.GanttProject(boolean),19,3,218,199,"20,76%"
net.sourceforge.ganttproject.GanttProject.ParserFactoryImpl.newParser(),0,0,4,4,"40,00%"
net.sourceforge.ganttproject.GanttProject.ParserFactoryImpl.newSaver(),0,0,4,4,"40,00%"
net.sourceforge.ganttproject.GanttProject.addMouseListenerToAllContainer(Component[]),0,0,8,8,"0,76%"
net.sourceforge.ganttproject.GanttProject.changeWorkingDirectory(String),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.close(),0,0,15,15,"1,43%"
net.sourceforge.ganttproject.GanttProject.createToolbar(),13,3,115,102,"10,95%"
"net.sourceforge.ganttproject.GanttProject.fitBounds(GraphicsConfiguration, Rectangle)",0,0,13,13,"1,24%"
net.sourceforge.ganttproject.GanttProject.getActiveCalendar(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getArea(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.GanttProject.getBaselines(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getCopyAction(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.GanttProject.getCutAction(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.GanttProject.getDescription(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getDocument(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getGanttChart(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getGanttDividerLocation(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getGanttOptions(),2,3,6,3,"0,57%"
net.sourceforge.ganttproject.GanttProject.getGanttOptionsGroup(),2,3,6,3,"0,57%"
net.sourceforge.ganttproject.GanttProject.getHumanResourceManager(),0,0,9,9,"0,86%"
net.sourceforge.ganttproject.GanttProject.getOrganization(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getParserFactory(),0,0,7,7,"0,67%"
net.sourceforge.ganttproject.GanttProject.getPasteAction(),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.GanttProject.getProjectName(),2,0,6,4,"0,57%"
net.sourceforge.ganttproject.GanttProject.getResourceChart(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getResourceDividerLocation(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getResourcePanel(),7,7,16,9,"1,52%"
net.sourceforge.ganttproject.GanttProject.getResourceTree(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getRoleManager(),0,0,7,7,"0,67%"
net.sourceforge.ganttproject.GanttProject.getStopEditingMouseListener(),18,3,25,6,"2,38%"
net.sourceforge.ganttproject.GanttProject.getTaskContainment(),0,0,11,11,"1,05%"
net.sourceforge.ganttproject.GanttProject.getTaskManager(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getTaskTree(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getToolTip(String),2,3,6,3,"0,57%"
net.sourceforge.ganttproject.GanttProject.getTree(),0,0,6,6,"0,57%"
net.sourceforge.ganttproject.GanttProject.getUIConfiguration(),2,3,7,4,"0,67%"
net.sourceforge.ganttproject.GanttProject.getViewIndex(),0,0,7,7,"0,67%"
net.sourceforge.ganttproject.GanttProject.getWebLink(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.getZoomActionSet(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.initOptions(),2,0,7,5,"0,67%"
net.sourceforge.ganttproject.GanttProject.isModified(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.languageChanged(Event),3,3,11,8,"1,05%"
net.sourceforge.ganttproject.GanttProject.main(String[]),5,3,108,103,"10,29%"
net.sourceforge.ganttproject.GanttProject.newProject(),3,3,7,4,"0,67%"
net.sourceforge.ganttproject.GanttProject.open(Document),2,0,14,12,"1,33%"
net.sourceforge.ganttproject.GanttProject.openStartupDocument(String),2,0,18,18,"1,71%"
net.sourceforge.ganttproject.GanttProject.printProject(),3,3,16,13,"1,52%"
net.sourceforge.ganttproject.GanttProject.quitApplication(),3,3,29,26,"2,76%"
net.sourceforge.ganttproject.GanttProject.refresh(),0,0,10,10,"0,95%"
net.sourceforge.ganttproject.GanttProject.refreshProjectInformation(),3,3,12,9,"1,14%"
net.sourceforge.ganttproject.GanttProject.resourceAdded(ResourceEvent),3,0,15,12,"1,43%"
net.sourceforge.ganttproject.GanttProject.resourceAssignmentsChanged(ResourceEvent),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.resourceChanged(ResourceEvent),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.resourcesRemoved(ResourceEvent),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.restoreBounds(),3,0,27,24,"2,57%"
net.sourceforge.ganttproject.GanttProject.restoreOptions(),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.saveAsProject(),3,3,7,4,"0,67%"
net.sourceforge.ganttproject.GanttProject.saveProject(),3,3,6,3,"0,57%"
net.sourceforge.ganttproject.GanttProject.setApplicationQuitCallback(Runnable),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.GanttProject.setAskForSave(boolean),2,0,23,21,"2,19%"
net.sourceforge.ganttproject.GanttProject.setDescription(String),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.setDocument(Document),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.setGanttDividerLocation(int),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.setModified(),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.setModified(boolean),1,0,9,8,"0,86%"
net.sourceforge.ganttproject.GanttProject.setOrganization(String),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.setProjectName(String),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.setResourceDividerLocation(int),0,0,4,4,"0,38%"
net.sourceforge.ganttproject.GanttProject.setViewIndex(int),0,0,6,6,"0,57%"
net.sourceforge.ganttproject.GanttProject.setWebLink(String),0,0,5,5,"0,48%"
net.sourceforge.ganttproject.GanttProject.tryImportDocument(Document),0,0,23,23,"2,19%"
net.sourceforge.ganttproject.GanttProjectBase.GanttProjectBase(),0,0,35,35,"10,90%"
"net.sourceforge.ganttproject.GanttProjectBase.RowHeightAligner.RowHeightAligner(TreeTableContainer, ChartModelBase)",0,0,5,5,"31,25%"
net.sourceforge.ganttproject.GanttProjectBase.RowHeightAligner.optionsChanged(),0,0,7,7,"43,75%"
net.sourceforge.ganttproject.GanttProjectBase.addOnUpdateComponentTreeUi(Runnable),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.addProjectEventListener(ProjectEventListener),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.close(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.createContentPane(JPanel),1,0,9,8,"2,80%"
"net.sourceforge.ganttproject.GanttProjectBase.createDialog(Component, Action[], String)",0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.fireProjectClosed(),0,0,5,5,"1,56%"
net.sourceforge.ganttproject.GanttProjectBase.fireProjectCreated(),1,0,12,11,"3,74%"
net.sourceforge.ganttproject.GanttProjectBase.fireProjectModified(boolean),0,0,13,13,"4,05%"
net.sourceforge.ganttproject.GanttProjectBase.fireProjectOpened(),0,0,5,5,"1,56%"
net.sourceforge.ganttproject.GanttProjectBase.getActiveCalendar(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getActiveChart(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getCurrentTaskView(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getDescription(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getDocument(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getDocumentManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getDpiOption(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getHumanResourceManager(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getLafOption(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getLanguageOption(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getLogo(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getLookAndFeel(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getMainFrame(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getNotificationManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getOptions(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getOrganization(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getParserFactory(),0,n/a,n/a,1,"0,31%"
net.sourceforge.ganttproject.GanttProjectBase.getProject(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getProjectName(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getProjectUIFacade(),2,0,5,3,"1,56%"
net.sourceforge.ganttproject.GanttProjectBase.getResourceCustomPropertyManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getRoleManager(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getRssFeedChecker(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getScrollingManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getSearchUi(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getStatusBar(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getTabs(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getTaskContainment(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getTaskCustomColumnManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getTaskManager(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getTaskSelectionContext(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getTaskSelectionManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getTimeUnitStack(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getUIConfiguration(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getUIFacade(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getUiFacadeImpl(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getUndoManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.getViewManager(),0,0,3,3,"0,93%"
net.sourceforge.ganttproject.GanttProjectBase.getWebLink(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.getZoomManager(),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.removeProjectEventListener(ProjectEventListener),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.setDescription(String),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.setLookAndFeel(GanttLookAndFeelInfo),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.setModified(),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.setOrganization(String),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.setProjectName(String),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.setStatusText(String),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.setWebLink(String),0,n/a,n/a,2,"0,62%"
net.sourceforge.ganttproject.GanttProjectBase.setWorkbenchTitle(String),0,0,4,4,"1,25%"
"net.sourceforge.ganttproject.GanttProjectBase.showConfirmationDialog(String, String)",0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.showErrorDialog(String),0,0,4,4,"1,25%"
net.sourceforge.ganttproject.GanttProjectBase.showErrorDialog(Throwable),0,0,4,4,"1,25%"
